chapter,verse,word,start_of_clause,end_of_clause
1,1,XZWN,b,-
1,1,JC<JHW,-,-
1,1,BN,-,-
1,1,>MWY,-,e
1,1,>CR,b,-
1,1,XZH,-,-
1,1,<L,-,-
1,1,JHWDH,-,-
1,1,W,-,-
1,1,JRWCLM,-,-
1,1,B,-,-
1,1,JWMJ,-,-
1,1,<WZJH,-,-
1,1,JWTM,-,-
1,1,>XZ,-,-
1,1,JXZQJH,-,-
1,1,MLKJ,-,-
1,1,JHWDH,-,e
1,2,CM<W,b,e
1,2,CMJM,b,e
1,2,W,b,-
1,2,H>ZJNJ,-,e
1,2,H,b,-
1,2,>RY,-,e
1,2,KJ>,b,-
1,2,JHWH,-,-
1,2,DBR,-,e
1,2,BNJM,b,-
1,2,GDLTJ,-,e
1,2,W,b,-
1,2,RWMMTJ,-,e
1,2,W,b,-
1,2,HMH,-,-
1,2,PC<W,-,-
1,2,BJ,-,e
1,3,JD<,b,-
1,3,CWR,-,-
1,3,QWNJHW,-,e
1,3,W,b,-
1,3,XMWR,-,-
1,3,>BWS,-,-
1,3,B<LJW,-,e
1,3,JFR>L,b,-
1,3,LW>,-,-
1,3,JD<,-,e
1,3,W,b,-
1,3,<MJ,-,-
1,3,LW>,-,-
1,3,HTBWNN,-,e
1,4,HWJ,b,-
1,4,GWJ,-,-
1,4,XWVH,-,-
1,4,<M,-,-
1,4,KBD,-,-
1,4,<WWN,-,-
1,4,ZR<,-,-
1,4,MR<JM,-,-
1,4,BNJM,-,-
1,4,MCXJTJM,-,e
1,4,<ZBW,b,-
1,4,>T,-,-
1,4,JHWH,-,e
1,4,N>YW,b,-
1,4,>T,-,-
1,4,QDWC,-,-
1,4,JFR>L,-,e
1,4,NZRW,b,-
1,4,>XWR,-,e
1,5,<L,b,-
1,5,MH,-,-
1,5,TKW,-,-
1,5,<WD,-,e
1,5,TWSJPW,b,-
1,5,SRH,-,e
1,5,KWL,b,-
1,5,R>WC,-,-
1,5,L,-,-
1,5,XWLJ,-,e
1,5,W,b,-
1,5,KWL,-,-
1,5,LBB,-,-
1,5,DWH,-,e
1,6,M,b,-
1,6,KP,-,-
1,6,RGL,-,-
1,6,W,-,-
1,6,<D,-,-
1,6,RW>C,-,-
1,6,>JN,-,-
1,6,BW,-,-
1,6,MTM,-,e
1,6,PY<,b,-
1,6,W,-,-
1,6,XBWRH,-,-
1,6,W,-,-
1,6,MKH,-,-
1,6,VRJH,-,e
1,6,LW>,b,-
1,6,ZRW,-,e
1,6,W,b,-
1,6,LW>,-,-
1,6,XWBCW,-,e
1,6,W,b,-
1,6,LW>,-,-
1,6,RKKH,-,-
1,6,B,-,-
1,6,CMN,-,e
1,7,>RYKM,b,-
1,7,CMMH,-,e
1,7,<RJKM,b,-
1,7,FRWPWT,-,-
1,7,>C,-,e
1,7,>DMTKM,b,e
1,7,L,b,-
1,7,NGDKM,-,-
1,7,ZRJM,-,-
1,7,>WKLJM,-,-
1,7,>WTH,-,e
1,7,W,b,-
1,7,CMMW,-,-
1,7,<LJH,-,-
1,7,K,-,-
1,7,M>PKT,-,-
1,7,ZRJM,-,e
1,8,W,b,-
1,8,NTRT,-,-
1,8,BT,-,-
1,8,YJWN,-,-
1,8,K,-,-
1,8,SWKH,-,-
1,8,B,-,-
1,8,KRM,-,-
1,8,W,-,-
1,8,K,-,-
1,8,MLWNH,-,-
1,8,B,-,-
1,8,MQCH,-,-
1,8,K,-,-
1,8,<JR,-,-
1,8,NYWRH,-,e
1,9,LWLJ,b,-
1,9,JHWH,-,-
1,9,YB>WT,-,-
1,9,HWTJR,-,-
1,9,LNW,-,-
1,9,FRJD,-,-
1,9,K,-,-
1,9,M<V,-,e
1,9,K,b,-
1,9,SWDM,-,-
1,9,HJJNW,-,e
1,9,L,b,-
1,9,<WMRH,-,-
1,9,DMJNW,-,e
1,10,CM<W,b,-
1,10,DBR,-,-
1,10,JHWH,-,e
1,10,QYJNJ,b,-
1,10,SWDM,-,e
1,10,W,b,-
1,10,>ZJNW,-,-
1,10,TWRT,-,-
1,10,>LWHJNW,-,e
1,10,<M,b,-
1,10,<WMRH,-,e
1,11,LMH,b,-
1,11,LJ,-,-
1,11,RWB,-,-
1,11,ZBXJKM,-,e
1,11,JW>MR,b,-
1,11,JHWH,-,e
1,11,FB<TJ,b,-
1,11,<WLWT,-,-
1,11,>JLJM,-,-
1,11,W,-,-
1,11,XLB,-,-
1,11,MRJ>JM,-,e
1,11,W,b,-
1,11,DM,-,-
1,11,PRJM,-,-
1,11,W,-,-
1,11,KBFJM,-,-
1,11,W,-,-
1,11,<TWDJM,-,-
1,11,LW>,-,-
1,11,XPYTJ,-,e
1,12,KJ>,b,-
1,12,TB>W,-,e
1,12,L,b,-
1,12,R>WT,-,-
1,12,PNJ,-,e
1,12,MJ,b,-
1,12,BQC,-,-
1,12,ZW>T,-,-
1,12,M,-,-
1,12,JDKM,-,e
1,12,L,b,-
1,12,RMWS,-,-
1,12,XYRJ,-,e
1,13,LW>,b,-
1,13,TWSJPW,-,e
1,13,L,b,-
1,13,HBJ>,-,-
1,13,MNXT,-,-
1,13,CW>,-,e
1,13,QVRT,b,-
1,13,TW<BH,-,-
1,13,HJ>,-,-
1,13,LJ,-,e
1,13,XWDC,b,-
1,13,W,-,-
1,13,CBT,-,e
1,13,QR>,b,-
1,13,MQR>,-,e
1,13,LW>,b,-
1,13,>WKL,-,-
1,13,>WN,-,-
1,13,W,-,-
1,13,<YRTH,-,e
1,14,XWDCJKM,b,-
1,14,W,-,-
1,14,MW<DJKM,-,-
1,14,FN>H,-,-
1,14,NPCJ,-,e
1,14,HJW,b,-
1,14,<LJ,-,-
1,14,L,-,-
1,14,VRX,-,e
1,14,NL>JTJ,b,e
1,14,NFW>,b,e
1,15,W,b,-
1,15,B,b,-
1,15,PRFKM,-,-
1,15,KPJKM,-,e
1,15,><LJM,-,-
1,15,<JNJ,-,-
1,15,MKM,-,e
1,15,GM,b,-
1,15,KJ,-,-
1,15,HRBW,-,-
1,15,TPLH,-,e
1,15,>JNNJ,b,-
1,15,CWM<,-,e
1,15,JDJKMH,b,-
1,15,DMJM,-,-
1,15,ML>W,-,e
1,15,>YB<WTJKM,-,-
1,15,B,-,-
1,15,<>WN,-,e
1,16,RXYW,b,e
1,16,W,b,-
1,16,HZKW,-,e
1,16,W,b,-
1,16,HSJRW,-,-
1,16,RW<,-,-
1,16,M<LLJKM,-,-
1,16,M,-,-
1,16,NGD,-,-
1,16,<JNJ,-,e
1,16,XDLW,b,e
1,16,HR<,b,e
1,17,LMDW,b,e
1,17,HJVJB,b,e
1,17,DRWCW,b,-
1,17,MCPV,-,e
1,17,>CRW,b,-
1,17,XMWY,-,e
1,17,CPVW,b,-
1,17,J>TWM,-,e
1,17,RJBW,b,-
1,17,>LMNH,-,e
1,18,LKW,b,-
1,18,N>,-,e
1,18,W,b,-
1,18,NWKXH,-,e
1,18,JW>MR,b,-
1,18,JHWH,-,e
1,18,>M,b,-
1,18,JHJW,-,-
1,18,XV>JKM,-,-
1,18,K,-,-
1,18,CNJ,-,e
1,18,K,b,-
1,18,CLG,-,-
1,18,JLBJNW,-,e
1,18,>M,b,-
1,18,JDWMW,-,-
1,18,K,-,-
1,18,TWL<T,-,e
1,18,K,b,-
1,18,YMR,-,-
1,18,JHJW,-,e
1,19,>M,b,-
1,19,T>BW,-,e
1,19,W,b,-
1,19,CM<TM,-,e
1,19,VWB,b,-
1,19,H,-,-
1,19,>RY,-,-
1,19,T>KLW,-,e
1,20,W,b,-
1,20,>M,-,-
1,20,TM>NW,-,e
1,20,W,b,-
1,20,MRJTM,-,e
1,20,B,b,-
1,20,XRB,-,-
1,20,T>KLW,-,e
1,20,KJ>,b,-
1,20,PJ,-,-
1,20,JHWH,-,-
1,20,DBR,-,e
1,21,HJKH,b,-
1,21,HJJTH,-,-
1,21,L,-,-
1,21,ZWNH,-,-
1,21,QRJH,-,-
1,21,N>MNH,-,e
1,21,ML>TJ,b,-
1,21,MCPV,-,e
1,21,YDQ,b,-
1,21,JLJN,-,-
1,21,BH,-,e
1,21,W,b,-
1,21,<TH,-,-
1,21,MRYXJM,-,e
1,22,KSPK,b,-
1,22,HJW,-,-
1,22,L,-,-
1,22,SWGJM,-,e
1,22,SB>K,b,-
1,22,MHWL,-,-
1,22,B,-,-
1,22,MJM,-,e
1,23,FRJKJ,b,-
1,23,SWRRJM,-,-
1,23,W,-,-
1,23,XBRJ,-,-
1,23,GNBJM,-,e
1,23,KWLM,b,-
1,23,>WHBJ,-,-
1,23,CWXD,-,e
1,23,RWDPJ,b,-
1,23,CLMWNJM,-,e
1,23,J>TWM,b,-
1,23,LW>,-,-
1,23,JCPVW,-,e
1,23,W,b,-
1,23,RJB,-,-
1,23,>LMNH,-,-
1,23,LW>,-,-
1,23,JBW>,-,-
1,23,>LJHM,-,e
1,24,L,b,-
1,24,KN,-,-
1,24,N>WM,-,-
1,24,H,-,-
1,24,>DWN,-,-
1,24,JHWH,-,-
1,24,YB>WT,-,-
1,24,>BJR,-,-
1,24,JFR>L,-,e
1,24,HWH,b,-
1,24,>NXM,-,-
1,24,M,-,-
1,24,YRJW,-,e
1,24,W,b,-
1,24,>NQM,-,-
1,24,M,-,-
1,24,H,-,-
1,24,>JBW,-,e
1,25,W,b,-
1,25,HCJB,-,-
1,25,JDJ,-,-
1,25,<LJK,-,e
1,25,W,b,-
1,25,>YRP,-,-
1,25,K,-,-
1,25,BR,-,-
1,25,SWGJK,-,e
1,25,W,b,-
1,25,>SJR,-,-
1,25,KWL,-,-
1,25,BDJLJK,-,e
1,26,W,b,-
1,26,>CJBH,-,-
1,26,CWPVJK,-,-
1,26,K,-,-
1,26,B,-,-
1,26,R>JCWNH,-,e
1,26,W,b,-
1,26,J<YJK,-,-
1,26,K,-,-
1,26,B,-,-
1,26,TXLH,-,e
1,26,>XRJ,b,-
1,26,KN,-,-
1,26,JQR>W,-,-
1,26,LK,-,e
1,26,<JR,b,-
1,26,H,-,-
1,26,YDQ,-,-
1,26,QRJH,-,-
1,26,N>MNH,-,e
1,27,YJWN,b,-
1,27,B,-,-
1,27,MCPV,-,-
1,27,TPDH,-,e
1,27,W,b,-
1,27,CBJH,-,-
1,27,B,-,-
1,27,YDQH,-,e
1,28,W,b,-
1,28,CBR,-,-
1,28,PWC<JM,-,-
1,28,W,-,-
1,28,XV>JM,-,-
1,28,JXDW,-,e
1,28,W,b,-
1,28,<WZBJ,-,-
1,28,JHWH,-,-
1,28,JKLW,-,e
1,29,KJ>,b,-
1,29,JBWCW,-,-
1,29,M,-,-
1,29,>LJM,-,e
1,29,>CR,b,-
1,29,XMDTM,-,e
1,29,W,b,-
1,29,TXPWRW,-,-
1,29,M,-,-
1,29,H,-,-
1,29,GNWT,-,e
1,29,>CR,b,-
1,29,BXRTM,-,e
1,30,KJ,b,-
1,30,THJW,-,-
1,30,K,-,-
1,30,>LH,-,-
1,30,NWBLT,-,-
1,30,<LH,-,e
1,30,W,b,-
1,30,K,-,-
1,30,GNH,-,e
1,30,>CR,b,-
1,30,>JN,-,-
1,30,MJM,-,-
1,30,LH,-,e
1,31,W,b,-
1,31,HJH,-,-
1,31,H,-,-
1,31,XSNKM,-,-
1,31,L,-,-
1,31,N<WRT,-,e
1,31,W,b,-
1,31,P<LKM,-,-
1,31,L,-,-
1,31,NJYWY,-,e
1,31,W,b,-
1,31,B<RW,-,-
1,31,CNJHM,-,-
1,31,JXDW,-,e
1,31,W,b,-
1,31,>JN,-,-
1,31,MKBH,-,e
2,1,H,b,-
2,1,DBR,-,e
2,1,>CR,b,-
2,1,XZH,-,-
2,1,JC<JH,-,-
2,1,BN,-,-
2,1,>MWY,-,-
2,1,<L,-,-
2,1,JHWDH,-,-
2,1,W,-,-
2,1,JRWCLJM,-,e
2,2,W,b,-
2,2,HJH,-,-
2,2,B,-,-
2,2,>XRJT,-,-
2,2,H,-,-
2,2,JMJM,-,e
2,2,NKWN,b,-
2,2,JHJH,-,-
2,2,HR,-,-
2,2,BJT,-,-
2,2,JHWH,-,-
2,2,B,-,-
2,2,R>C,-,-
2,2,HRJM,-,e
2,2,W,b,-
2,2,NF>,-,-
2,2,M,-,-
2,2,GB<WT,-,e
2,2,W,b,-
2,2,NHRW,-,-
2,2,<LWHJ,-,-
2,2,KWL,-,-
2,2,H,-,-
2,2,GW>JM,-,e
2,3,W,b,-
2,3,HLKW,-,-
2,3,<MJM,-,-
2,3,RBJM,-,e
2,3,W,b,-
2,3,>MRW,-,e
2,3,LKW,b,e
2,3,W,b,-
2,3,N<LH,-,-
2,3,>L,-,-
2,3,BJT,-,-
2,3,>LWHJ,-,-
2,3,J<QWB,-,e
2,3,W,b,-
2,3,JRWNW,-,-
2,3,M,-,-
2,3,DRKJW,-,e
2,3,W,b,-
2,3,N>LKH,-,-
2,3,B,-,-
2,3,>WRXTJW,-,e
2,3,KJ>,b,-
2,3,M,-,-
2,3,YJWN,-,-
2,3,TY>,-,-
2,3,TWRH,-,e
2,3,W,b,-
2,3,DBR,-,-
2,3,JHWH,-,-
2,3,M,-,-
2,3,JRWCLJM,-,e
2,4,W,b,-
2,4,CPV,-,-
2,4,BJN,-,-
2,4,H,-,-
2,4,GW>JM,-,e
2,4,W,b,-
2,4,H,-,-
2,4,W,-,-
2,4,HWKJX,-,-
2,4,BJN,-,-
2,4,L,-,-
2,4,<MJM,-,-
2,4,RBJM,-,e
2,4,W,b,-
2,4,KTTW,-,-
2,4,>T,-,-
2,4,XRBWTM,-,-
2,4,L,-,-
2,4,>TJM,-,e
2,4,W,b,-
2,4,XNJTWTJHM,-,-
2,4,L,-,-
2,4,MZMRWT,-,e
2,4,W,b,-
2,4,LW>,-,-
2,4,JF>,-,-
2,4,GWJ,-,-
2,4,>L,-,-
2,4,GWJ,-,-
2,4,XRB,-,e
2,4,W,b,-
2,4,LW>,-,-
2,4,JLMDW,-,-
2,4,<WD,-,-
2,4,MLXMH,-,e
2,5,BJT,b,-
2,5,J<QWB,-,e
2,5,LKW,b,e
2,5,W,b,-
2,5,NLKH,-,-
2,5,B,-,-
2,5,>WR,-,-
2,5,JHWH,-,e
2,6,KJ>,b,-
2,6,NVCTH,-,-
2,6,<MK,-,-
2,6,BJT,-,-
2,6,J<QWB,-,e
2,6,KJ>,b,-
2,6,ML>W,-,-
2,6,M,-,-
2,6,QDM,-,e
2,6,W,b,-
2,6,<WNNJM,-,-
2,6,K,-,-
2,6,PLCTJM,-,e
2,6,W,b,-
2,6,B,-,-
2,6,JLDJ,-,-
2,6,NKRJ>JM,-,-
2,6,JFPJQW,-,e
2,7,W,b,-
2,7,TML>,-,-
2,7,>RYW,-,-
2,7,KSP,-,-
2,7,W,-,-
2,7,ZHB,-,e
2,7,W,b,-
2,7,>JN,-,-
2,7,QY,-,-
2,7,L,-,-
2,7,>WYRWTJW,-,e
2,7,W,b,-
2,7,TML>,-,-
2,7,>RYW,-,-
2,7,SWSJM,-,e
2,7,W,b,-
2,7,>JN,-,-
2,7,QY,-,-
2,7,L,-,-
2,7,MRKBWTJW,-,e
2,8,W,b,-
2,8,TML>,-,-
2,8,>RYW,-,-
2,8,>LJLJM,-,e
2,8,L,b,-
2,8,M<FH,-,-
2,8,JDJW,-,-
2,8,JCTXWW,-,e
2,8,L,b,-
2,8,>CR,-,-
2,8,L,-,-
2,8,<FW,-,-
2,8,>YB<WTJW,-,e
2,9,W,b,-
2,9,JCX,-,-
2,9,>DM,-,e
2,9,W,b,-
2,9,JCPL,-,-
2,9,>JC,-,e
2,11,W,b,-
2,11,<JNJ,-,-
2,11,GBHWT,-,-
2,11,>DM,-,-
2,11,TCPLNH,-,e
2,11,W,b,-
2,11,JCX,-,-
2,11,RWM,-,-
2,11,>NCJM,-,e
2,11,W,b,-
2,11,NFGB,-,-
2,11,JHWH,-,-
2,11,L,-,-
2,11,BDW,-,-
2,11,B,-,-
2,11,JWM,-,-
2,11,H,-,-
2,11,HW>,-,e
2,12,KJ>,b,-
2,12,JWM,-,-
2,12,L,-,-
2,12,JHWH,-,-
2,12,YB>WT,-,-
2,12,<L,-,-
2,12,KL,-,-
2,12,G>H,-,-
2,12,W,-,-
2,12,RM,-,e
2,12,W,b,-
2,12,NF>,-,-
2,12,W,-,-
2,12,CPL,-,e
2,13,W,b,-
2,13,<L,-,-
2,13,KL,-,-
2,13,>RZJ,-,-
2,13,H,-,-
2,13,LBNWN,-,-
2,13,H,-,-
2,13,RMJM,-,-
2,13,W,-,-
2,13,H,-,-
2,13,NF>JM,-,e
2,13,W,b,-
2,13,<L,-,-
2,13,KL,-,-
2,13,>LWNJ,-,-
2,13,H,-,-
2,13,BCN,-,e
2,14,W,b,-
2,14,<L,-,-
2,14,KL,-,-
2,14,H,-,-
2,14,HRJM,-,-
2,14,H,-,-
2,14,RWMJM,-,e
2,14,W,b,-
2,14,<L,-,-
2,14,KWL,-,-
2,14,H,-,-
2,14,GB<WT,-,-
2,14,H,-,-
2,14,NF>WT,-,e
2,15,W,b,-
2,15,<L,-,-
2,15,KWL,-,-
2,15,MGDL,-,-
2,15,GBH,-,e
2,15,W,b,-
2,15,<L,-,-
2,15,KWL,-,-
2,15,XWMH,-,-
2,15,BYWRH,-,e
2,16,W,b,-
2,16,<L,-,-
2,16,KWL,-,-
2,16,>NJWT,-,-
2,16,TRCJC,-,e
2,16,W,b,-
2,16,<L,-,-
2,16,KWL,-,-
2,16,FKJWT,-,-
2,16,H,-,-
2,16,XMDH,-,e
2,17,W,b,-
2,17,CX,-,-
2,17,GBHWT,-,-
2,17,H,-,-
2,17,>DM,-,e
2,17,W,b,-
2,17,CPL,-,-
2,17,RWM,-,-
2,17,>NCJM,-,e
2,17,W,b,-
2,17,NFGB,-,-
2,17,JHWH,-,-
2,17,L,-,-
2,17,BDW,-,-
2,17,B,-,-
2,17,JWM,-,-
2,17,H,-,-
2,17,HW>,-,e
2,18,W,b,-
2,18,H,-,-
2,18,>LJLJM,-,-
2,18,KLJL,-,-
2,18,JXLWPW,-,e
2,19,W,b,-
2,19,B>W,-,-
2,19,B,-,-
2,19,M<RWT,-,-
2,19,YWRJM,-,-
2,19,W,-,-
2,19,B,-,-
2,19,MXLWT,-,-
2,19,<PR,-,-
2,19,M,-,-
2,19,PNJ,-,-
2,19,PXD,-,-
2,19,JHWH,-,-
2,19,W,-,-
2,19,M,-,-
2,19,HDR,-,-
2,19,G>WNW,-,e
2,19,B,b,-
2,19,QWMW,-,e
2,19,L,b,-
2,19,<RWY,-,-
2,19,H,-,-
2,19,>RY,-,e
2,20,B,b,-
2,20,JWM,-,-
2,20,H,-,-
2,20,HW>,-,-
2,20,JCLJK,-,-
2,20,H,-,-
2,20,>DM,-,-
2,20,>T,-,-
2,20,>LJLJ,-,-
2,20,KSPW,-,-
2,20,W,-,-
2,20,>T,-,-
2,20,>LJLJ,-,-
2,20,ZHBW,-,e
2,20,>CR,b,-
2,20,<FW,-,-
2,20,>YB<WTJW,-,e
2,20,L,b,-
2,20,HCTXWT,-,e
2,20,L,b,-
2,20,XPRPRJM,-,e
2,20,W,b,-
2,20,L,-,-
2,20,<VLPJM,-,e
2,21,L,b,-
2,21,BW>,-,-
2,21,B,-,-
2,21,NQRWT,-,-
2,21,H,-,-
2,21,YWRJM,-,-
2,21,W,-,-
2,21,B,-,-
2,21,S<PJ,-,-
2,21,H,-,-
2,21,SL<JM,-,-
2,21,M,-,-
2,21,PNJ,-,-
2,21,PXD,-,-
2,21,JHWH,-,-
2,21,W,-,-
2,21,M,-,-
2,21,HDR,-,-
2,21,G>WNW,-,e
2,21,B,b,-
2,21,QWMW,-,e
2,21,L,b,-
2,21,<RWY,-,-
2,21,H,-,-
2,21,>RY,-,e
2,22,XDLW,b,-
2,22,LKMH,-,-
2,22,MN,-,-
2,22,H,-,-
2,22,>DM,-,e
2,22,>CR,b,-
2,22,NCMH,-,-
2,22,B,-,-
2,22,>PW,-,e
2,22,KJ>,b,-
2,22,B,-,-
2,22,MH,-,-
2,22,NXCB,-,-
2,22,HW>,-,e
3,1,KJ>,b,-
3,1,HNH,-,-
3,1,H,-,-
3,1,>DWN,-,-
3,1,JHWH,-,-
3,1,YB>WT,-,-
3,1,MHSJR,-,-
3,1,M,-,-
3,1,JRWCLM,-,-
3,1,W,-,-
3,1,M,-,-
3,1,JHWDH,-,-
3,1,MC<N,-,-
3,1,W,-,-
3,1,MC<NH,-,-
3,1,KL,-,-
3,1,MC<N,-,-
3,1,LXM,-,-
3,1,W,-,-
3,1,KWL,-,-
3,1,MC<N,-,-
3,1,MJM,-,e
3,2,GBWR,b,-
3,2,W,-,-
3,2,>JC,-,-
3,2,MLXMH,-,-
3,2,CWPV,-,-
3,2,W,-,-
3,2,NBJ>,-,-
3,2,W,-,-
3,2,QWSM,-,-
3,2,W,-,-
3,2,ZQN,-,e
3,3,FR,b,-
3,3,XMCJM,-,-
3,3,W,-,-
3,3,NF>,-,-
3,3,PNJM,-,-
3,3,W,-,-
3,3,J<Y,-,-
3,3,W,-,-
3,3,XKM,-,-
3,3,XRCJM,-,-
3,3,W,-,-
3,3,NBWN,-,-
3,3,LXC,-,e
3,4,W,b,-
3,4,NTTJ,-,-
3,4,N<RJM,-,-
3,4,FRJHM,-,e
3,4,W,b,-
3,4,T<LWLJM,-,-
3,4,JMCWLW,-,-
3,4,BM,-,e
3,5,W,b,-
3,5,NGF,-,-
3,5,H,-,-
3,5,<M,-,e
3,5,>JC,b,-
3,5,B,-,-
3,5,>JC,-,e
3,5,W,b,-
3,5,>JC,-,-
3,5,B,-,-
3,5,R<HW,-,e
3,5,JRHBW,b,-
3,5,H,-,-
3,5,N<R,-,-
3,5,B,-,-
3,5,ZQN,-,e
3,5,W,b,-
3,5,H,-,-
3,5,NQLH,-,-
3,5,B,-,-
3,5,NKBD,-,e
3,6,KJ>,b,-
3,6,JTPWF,-,-
3,6,>JC,-,-
3,6,B,-,-
3,6,>XJHW,-,-
3,6,BJT,-,-
3,6,>BJW,-,e
3,6,FMLH,b,-
3,6,LKH,-,e
3,6,QYJN,b,-
3,6,THJH,-,-
3,6,LNW,-,e
3,6,W,b,-
3,6,H,-,-
3,6,MKCLH,-,-
3,6,H,-,-
3,6,Z>WT,-,-
3,6,TXT,-,-
3,6,JDJK,-,e
3,7,W,b,-
3,7,JF>,-,-
3,7,B,-,-
3,7,JWM,-,-
3,7,H,-,-
3,7,HW>,-,e
3,7,L,b,-
3,7,>MWR,-,e
3,7,LW>,b,-
3,7,>HJH,-,-
3,7,XWBC,-,e
3,7,W,b,-
3,7,B,-,-
3,7,BJTJ,-,-
3,7,>JN,-,-
3,7,LXM,-,e
3,7,W,b,-
3,7,>JN,-,-
3,7,FLMH,-,e
3,7,LW>,b,-
3,7,TFJMWNJ,-,-
3,7,QYJN,-,-
3,7,<M,-,e
3,8,KJ,b,-
3,8,KCLH,-,-
3,8,JRWCLJM,-,e
3,8,W,b,-
3,8,JHWDH,-,-
3,8,NPLH,-,e
3,8,KJ,b,-
3,8,LCWNM,-,-
3,8,W,-,-
3,8,M<LLJHM,-,-
3,8,<L,-,-
3,8,JHWH,-,e
3,8,L,b,-
3,8,MRWT,-,-
3,8,<JNJ,-,-
3,8,KBWDW,-,e
3,9,HKRWT,b,-
3,9,PNJHM,-,-
3,9,<NTH,-,-
3,9,BM,-,e
3,9,W,b,-
3,9,XV>TM,-,-
3,9,K,-,-
3,9,SWDM,-,-
3,9,HGJDW,-,e
3,9,W,b,-
3,9,LW>,-,-
3,9,KXDW,-,e
3,9,>WJ,b,-
3,9,L,-,-
3,9,NPCM,-,e
3,9,KJ>,b,-
3,9,GMLW,-,-
3,9,LHM,-,-
3,9,R<H,-,e
3,10,>MWRW,b,-
3,10,L,-,-
3,10,YDJQ,-,e
3,10,KJ>,b,-
3,10,VWB,-,e
3,10,KJ>,b,-
3,10,PRJ,-,-
3,10,M<LLJHMH,-,-
3,10,J>KLW,-,e
3,11,>WJ,b,-
3,11,L,-,-
3,11,RC<,-,e
3,11,R<,b,e
3,11,KJ>,b,-
3,11,GMWL,-,-
3,11,JDW,-,-
3,11,JCWB,-,-
3,11,LW>,-,e
3,12,<MJ,b,e
3,12,NGFW,b,-
3,12,M<WLL,-,e
3,12,W,b,-
3,12,NCJM,-,-
3,12,MCLW,-,-
3,12,BW,-,e
3,12,<MJ,b,e
3,12,MCRJK,b,-
3,12,MT<JM,-,e
3,12,W,b,-
3,12,DRKJ,-,-
3,12,>WRXWTJK,-,-
3,12,BL<W,-,e
3,13,NYB,b,-
3,13,L,b,-
3,13,RJB,-,e
3,13,JHWH,-,e
3,13,<WMD,b,e
3,13,L,b,-
3,13,DJN,-,-
3,13,<MJM,-,e
3,14,JHWH,b,-
3,14,B,-,-
3,14,MCPV,-,-
3,14,JBW>,-,-
3,14,<M,-,-
3,14,ZQNJ,-,-
3,14,<MW,-,-
3,14,W,-,-
3,14,FRJW,-,e
3,14,W,b,-
3,14,>TMH,-,-
3,14,B<RTM,-,-
3,14,H,-,-
3,14,KRM,-,e
3,14,GZLT,b,-
3,14,H,-,-
3,14,<NJ,-,-
3,14,B,-,-
3,14,BTJKM,-,e
3,15,M,b,-
3,15,LKMH,-,e
3,15,TDK>W,b,-
3,15,<MJ,-,e
3,15,W,b,-
3,15,PNJ,-,-
3,15,<NJJM,-,-
3,15,TVXNW,-,e
3,15,NW>M,b,-
3,15,>DWNJ,-,-
3,15,JHWH,-,-
3,15,YB>WT,-,e
3,16,W,b,-
3,16,JW>MR,-,-
3,16,JHWH,-,e
3,16,J<N,b,-
3,16,KJ>,-,-
3,16,GBHW,-,-
3,16,BNWT,-,-
3,16,YJWN,-,e
3,16,W,b,-
3,16,TLKNH,-,-
3,16,NVJWT,-,-
3,16,GRWN,-,-
3,16,W,-,-
3,16,MFQRWT,-,-
3,16,<JNJM,-,e
3,16,HLWK,b,-
3,16,W,-,-
3,16,VWPP,-,-
3,16,TLKNH,-,e
3,16,W,b,-
3,16,B,-,-
3,16,RGLJHNH,-,-
3,16,T<KSNH,-,e
3,17,W,b,-
3,17,FPX,-,-
3,17,>DWNJ,-,-
3,17,JHWH,-,-
3,17,QDQD,-,-
3,17,BNWT,-,-
3,17,YJWN,-,e
3,17,W,b,-
3,17,>DWNJ,-,-
3,17,PTHN,-,-
3,17,J<RH,-,e
3,18,B,b,-
3,18,JWM,-,-
3,18,H,-,-
3,18,HW>,-,-
3,18,JSJR,-,-
3,18,>DWNJ,-,-
3,18,JHWH,-,-
3,18,>T,-,-
3,18,TP>RT,-,-
3,18,H,-,-
3,18,<KJSJM,-,-
3,18,W,-,-
3,18,H,-,-
3,18,CBJCJM,-,-
3,18,W,-,-
3,18,H,-,-
3,18,FHRNJM,-,e
3,19,W,b,-
3,19,H,-,-
3,19,NVPWT,-,-
3,19,W,-,-
3,19,H,-,-
3,19,CJRWT,-,-
3,19,W,-,-
3,19,H,-,-
3,19,R<LWT,-,e
3,20,W,b,-
3,20,H,-,-
3,20,P>RJM,-,-
3,20,W,-,-
3,20,H,-,-
3,20,Y<DWT,-,-
3,20,W,-,-
3,20,QCRJM,-,-
3,20,W,-,-
3,20,BTJ,-,-
3,20,H,-,-
3,20,NPC,-,-
3,20,W,-,-
3,20,H,-,-
3,20,LXCJM,-,e
3,21,W,b,-
3,21,H,-,-
3,21,VB<WT,-,-
3,21,W,-,-
3,21,NZMJ,-,-
3,21,H,-,-
3,21,>P,-,e
3,22,W,b,-
3,22,H,-,-
3,22,MXLYWT,-,-
3,22,W,-,-
3,22,H,-,-
3,22,M<VPWT,-,-
3,22,W,-,-
3,22,H,-,-
3,22,XRJVJM,-,e
3,23,W,b,-
3,23,H,-,-
3,23,GLJWNJM,-,-
3,23,W,-,-
3,23,H,-,-
3,23,SDJNJM,-,-
